Recipients Information=>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Distance(miles),Categories, ,PickUp Information =>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Day of Week
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,1.2011675989030244,"['Dairy', 'Hot Prepared']", , ,Ida,Lyon,445 Jim Rosa Lane,San Francisco,CA,94103,US,IdaLLyon@einrot.com,415-863-2076,Saturday
 ,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,1.2026511245354117,[], , ,Diane,Blackston,4881 Cemetery Street,San Francisco,CA,94104,US,DianeRBlackston@einrot.com,831-740-0151,Tuesday
 ,Eric,Torres,347 Jim Rosa Lane,San Francisco,CA,94108,US,EricATorres@teleworm.us,415-774-8659,1.2027031619949398,"['Dairy', 'Seafood', 'Hot Prepared']", , ,Lillian,Splawn,4268 Ella Street,San Francisco,CA,94107,US,LillianBSplawn@fleckens.hu,650-297-1472,Wednesday
 ,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,1.202930374960936,[], , ,Edward,Nelson,419 Station Street,San Francisco,CA,94104,US,EdwardPNelson@gustr.com,510-879-1407,Thursday
 ,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,1.2031211674058802,['Raw Meat'], , ,Raymond,Bennington,3438 Station Street,San Francisco,CA,94104,US,RaymondCBennington@armyspy.com,510-897-1978,Wednesday
 ,Vincent,Byrne,1114 Cemetery Street,San Francisco,CA,94107,US,VincentJByrne@armyspy.com,831-706-3222,1.2047288838163055,"['Dairy', 'Hot Prepared']", , ,Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,Friday
 ,Guillermo,Nord,2919 Jim Rosa Lane,San Francisco,CA,94108,US,GuillermoGNord@cuvox.de,415-839-2068,1.2051922356324865,"['Dairy', 'Cold Prepared']", , ,Dawn,Russell,2879 Wayside Lane,San Francisco,CA,94108,US,DawnSRussell@superrito.com,510-333-0105,Tuesday
 ,Michael,Carter,1591 Delaware Avenue,San Francisco,CA,94107,US,MichaelDCarter@gustr.com,415-308-3956,1.2070216386536388,"['Raw Meat', 'Dairy', 'Cold Prepared', 'Frozen']", , ,Megan,Boykin,2681 Rardin Drive,San Francisco,CA,94143,US,MeganDBoykin@dayrep.com,650-682-0702,Saturday
 ,Ricky,Harris,1117 Lynch Street,San Francisco,CA,94103,US,RickyEHarris@dayrep.com,925-218-8043,1.2084170462640884,"['Raw Meat', 'Dairy', 'Cold Prepared']", , ,Jaime,Archey,1411 Jim Rosa Lane,San Francisco,CA,94118,US,JaimeAArchey@armyspy.com,415-752-9466,Thursday
 ,Mary,Lininger,470 Roosevelt Street,San Francisco,CA,94107,US,MaryJLininger@dayrep.com,415-375-7962,1.20931006231759,"['Raw Meat', 'Dairy', 'Cold Prepared']", , ,Olin,Norfleet,3024 Jim Rosa Lane,San Francisco,CA,94104,US,OlinGNorfleet@gustr.com,415-779-9580,Thursday
 ,Saundra,Turner,4592 Wolf Pen Road,San Francisco,CA,94107,US,SaundraKTurner@rhyta.com,650-400-4902,1.21023382124683,"['Dairy', 'Frozen']", , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,1.2114402507790236,"['Dairy', 'Hot Prepared', 'Frozen']", , ,Tommy,Thompson,2914 Delaware Avenue,San Francisco,CA,94107,US,TommyBThompson@einrot.com,415-271-9316,Tuesday
 ,Blanche,Vos,4563 Delaware Avenue,San Francisco,CA,94107,US,BlancheMVos@fleckens.hu,415-233-5273,1.2122515268874037,['Frozen'], , ,Vincent,Saltsman,3619 Boring Lane,San Francisco,CA,94143,US,VincentCSaltsman@gustr.com,415-644-9191,Thursday
 ,Patricia,Baxter,1445 Friendship Lane,San Francisco,CA,94108,US,PatriciaTBaxter@gustr.com,408-674-2510,1.2132396366565057,['Dairy'], , ,Maria,Williams,372 Roosevelt Street,San Francisco,CA,94143,US,MariaDWilliams@gustr.com,415-396-6915,Saturday
 ,Richard,Berkey,4623 Locust View Drive,San Francisco,CA,94108,US,RichardTBerkey@gustr.com,415-989-3660,1.2173067949523768,"['Seafood', 'Cold Prepared', 'Frozen']", , ,Andre,Reinert,4650 Lynch Street,San Francisco,CA,94103,US,AndreSReinert@teleworm.us,925-215-7348,Friday
 ,Johnny,Messina,1977 Thunder Road,San Francisco,CA,94107,US,JohnnyKMessina@cuvox.de,650-549-2744,1.21908882590015,"['Cold Prepared', 'Frozen']", , ,Lucas,Cruz,325 Locust View Drive,San Francisco,CA,94108,US,LucasFCruz@teleworm.us,415-912-5367,Tuesday
 ,John,Howard,4598 Delaware Avenue,San Francisco,CA,94124,US,JohnJHoward@gustr.com,415-341-8610,1.220894543689259,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Louella,Henshaw,4824 Boring Lane,San Francisco,CA,94107,US,LouellaLHenshaw@gustr.com,415-645-8313,1.22237321122435,[], , ,Stephen,Ladue,1232 Ventura Drive,San Francisco,CA,94107,US,StephenALadue@superrito.com,831-359-5393,Friday
 ,Tammara,Williams,1055 Boring Lane,San Francisco,CA,94122,US,TammaraMWilliams@gustr.com,415-682-8795,1.2235799931936828,[], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Dominique,Perry,1583 Delaware Avenue,San Francisco,CA,94104,US,DominiqueMPerry@gustr.com,415-276-2823,1.2261690867537018,['Dairy'], , ,Aaron,Jenkins,1299 Hillview Drive,San Francisco,CA,94107,US,AaronMJenkins@cuvox.de,707-225-3141,Wednesday
 ,Helen,Grady,2780 Locust View Drive,San Francisco,CA,94143,US,HelenJGrady@cuvox.de,415-932-3230,1.2274458226448683,"['Raw Meat', 'Dairy', 'Hot Prepared']", , ,Tommy,Thompson,2914 Delaware Avenue,San Francisco,CA,94107,US,TommyBThompson@einrot.com,415-271-9316,Tuesday
 ,Tanya,Matthews,1780 Black Oak Hollow Road,San Francisco,CA,94107,US,TanyaKMatthews@teleworm.us,408-702-0996,1.2287652038924541,"['Cold Prepared', 'Frozen']", , ,Pat,Andrade,4012 Pretty View Lane,San Francisco,CA,94103,US,PatAAndrade@fleckens.hu,707-929-6765,Saturday
 ,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,1.2302776084866132,"['Dairy', 'Cold Prepared']", , ,Steven,Thompson,731 Park Street,San Francisco,CA,94107,US,StevenJThompson@cuvox.de,925-374-4005,Saturday
 ,Eric,Torres,347 Jim Rosa Lane,San Francisco,CA,94108,US,EricATorres@teleworm.us,415-774-8659,1.2311709751961706,"['Seafood', 'Hot Prepared']", , ,Billie,Murdock,4232 Harrison Street,San Francisco,CA,94107,US,BillieMMurdock@superrito.com,415-517-8165,Saturday
 ,Jason,Cook,945 Jim Rosa Lane,San Francisco,CA,94108,US,JasonOCook@cuvox.de,415-834-3714,1.2319536202588712,"['Raw Meat', 'Dairy', 'Seafood']", , ,Carlos,Marsh,3998 Pretty View Lane,San Francisco,CA,94104,US,CarlosKMarsh@einrot.com,707-901-3071,Tuesday
 ,Brian,Manchester,473 Duck Creek Road,San Francisco,CA,94107,US,BrianMManchester@dayrep.com,650-749-1367,1.234828813912084,"['Dairy', 'Hot Prepared']", , ,Joe,Peele,2905 Delaware Avenue,San Francisco,CA,94108,US,JoeFPeele@jourrapide.com,415-288-8891,Thursday
 ,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,1.2352112853897554,['Cold Prepared'], , ,Jimmy,Kilmer,1598 Harrison Street,San Francisco,CA,94107,US,JimmyRKilmer@rhyta.com,415-592-6317,Friday
 ,Carol,Davis,2832 Pretty View Lane,San Francisco,CA,94103,US,CarolJDavis@superrito.com,707-885-2806,1.2382398735914706,"['Dairy', 'Frozen']", , ,Rebecca,Hicks,36 Park Street,San Francisco,CA,94103,US,RebeccaHHicks@gustr.com,925-459-8491,Wednesday
 ,Harriet,Patel,3664 Roosevelt Street,San Francisco,CA,94108,US,HarrietJPatel@armyspy.com,415-393-0301,1.2385173526659898,['Raw Meat'], , ,Nick,Howard,3952 Delaware Avenue,San Francisco,CA,94104,US,NickSHoward@gustr.com,415-236-3552,Thursday
 ,Manuela,Forster,1128 Wolf Pen Road,San Francisco,CA,94107,US,ManuelaDForster@jourrapide.com,650-362-9859,1.2423734061347396,['Dairy'], , ,Debra,Holt,1672 Driftwood Road,San Francisco,CA,94108,US,DebraEHolt@dayrep.com,408-348-5551,Saturday
 ,Daniel,Huffman,208 Rardin Drive,San Francisco,CA,94104,US,DanielAHuffman@rhyta.com,650-645-8239,1.244105911061535,['Raw Meat'], , ,Bryan,Young,1517 Thunder Road,San Francisco,CA,94107,US,BryanFYoung@teleworm.us,650-466-8662,Tuesday
 ,Patricia,Baxter,1445 Friendship Lane,San Francisco,CA,94108,US,PatriciaTBaxter@gustr.com,408-674-2510,1.2482293224654883,"['Dairy', 'Seafood']", , ,Louis,Smith,4425 Locust View Drive,San Francisco,CA,94143,US,LouisKSmith@gustr.com,415-978-4582,Wednesday
 ,Norma,Irish,2198 Locust View Drive,San Francisco,CA,94143,US,NormaCIrish@dayrep.com,415-972-7097,1.2484651479173512,['Dairy'], , ,Jose,Skaggs,2454 Davis Avenue,San Francisco,CA,94103,US,JoseDSkaggs@einrot.com,707-780-9700,Saturday
 ,Elizabeth,Jimenez,4534 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethIJimenez@gustr.com,650-412-7569,1.2498289402304916,"['Raw Meat', 'Dairy']", , ,Debra,Holt,1672 Driftwood Road,San Francisco,CA,94108,US,DebraEHolt@dayrep.com,408-348-5551,Saturday
 ,Kathy,Myers,1327 Emily Renzelli Boulevard,San Francisco,CA,94107,US,KathyTMyers@dayrep.com,831-703-5247,1.2503671429395409,[], , ,Jeffrey,Campbell,3716 Rardin Drive,San Francisco,CA,94104,US,JeffreyLCampbell@jourrapide.com,650-735-4679,Thursday
 ,Anna,Smith,467 Boring Lane,San Francisco,CA,94107,US,AnnaRSmith@armyspy.com,415-630-9437,1.2507171384234237,['Dairy'], , ,Berneice,Wright,2164 Ella Street,San Francisco,CA,94107,US,BerneiceDWright@fleckens.hu,650-288-4514,Friday
 ,Walter,Osborne,3376 Larry Street,San Francisco,CA,94107,US,WalterSOsborne@dayrep.com,415-226-7893,1.2533738457084294,"['Seafood', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Frank,McCoy,1251 Water Street,San Francisco,CA,94107,US,FrankMMcCoy@jourrapide.com,925-359-2949,Thursday
 ,James,Varner,2885 Boring Lane,San Francisco,CA,94107,US,JamesEVarner@armyspy.com,415-683-8255,1.2534452894500658,['Hot Prepared'], , ,Lynn,Alford,2013 Park Street,San Francisco,CA,94104,US,LynnEAlford@cuvox.de,925-399-9829,Saturday
 ,Janice,Murray,439 Delaware Avenue,San Francisco,CA,94103,US,JaniceMMurray@einrot.com,415-355-2863,1.2551944957542702,['Seafood'], , ,George,Hodo,3890 Rardin Drive,San Francisco,CA,94107,US,GeorgeMHodo@rhyta.com,650-648-8808,Tuesday
 ,Buddy,Rossi,1686 Locust View Drive,San Francisco,CA,94143,US,BuddyBRossi@fleckens.hu,415-908-6795,1.2562967548583874,"['Raw Meat', 'Dairy', 'Hot Prepared', 'Frozen']", , ,Tommy,Thompson,2914 Delaware Avenue,San Francisco,CA,94107,US,TommyBThompson@einrot.com,415-271-9316,Tuesday
 ,Kenneth,Aguilar,7 Locust View Drive,San Francisco,CA,94108,US,KennethPAguilar@rhyta.com,415-994-1972,1.2573167390192908,"['Dairy', 'Hot Prepared']", , ,Efrain,Russell,288 Cemetery Street,San Francisco,CA,94104,US,EfrainLRussell@einrot.com,831-740-1513,Saturday
 ,Eric,Torres,347 Jim Rosa Lane,San Francisco,CA,94108,US,EricATorres@teleworm.us,415-774-8659,1.2578416653597009,[], , ,Nick,Howard,3952 Delaware Avenue,San Francisco,CA,94104,US,NickSHoward@gustr.com,415-236-3552,Thursday
 ,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,1.2580277888329885,"['Seafood', 'Frozen']", , ,David,Hunter,1095 Friendship Lane,San Francisco,CA,94108,US,DavidTHunter@superrito.com,408-607-9406,Friday
 ,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,1.2591059379707012,['Cold Prepared'], , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Vincent,Byrne,1114 Cemetery Street,San Francisco,CA,94107,US,VincentJByrne@armyspy.com,831-706-3222,1.259767624075647,['Dairy'], , ,Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,Tuesday
 ,James,Pitts,4312 Alexander Avenue,San Francisco,CA,94111,US,JamesFPitts@cuvox.de,925-573-5318,1.2600261241762754,[], , ,Devin,Greene,4752 Boring Lane,San Francisco,CA,94115,US,DevinDGreene@superrito.com,415-674-3293,Friday
 ,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,1.2604724917270744,[], , ,Steven,Thompson,731 Park Street,San Francisco,CA,94107,US,StevenJThompson@cuvox.de,925-374-4005,Saturday
 ,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,1.2626652002515266,"['Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Beverly,Turner,1570 Harrison Street,San Francisco,CA,94143,US,BeverlyGTurner@jourrapide.com,415-577-2220,Tuesday
 ,Stanley,Ryan,1394 Station Street,San Francisco,CA,94107,US,StanleyERyan@cuvox.de,510-978-2619,1.2669846353469691,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,1.268108763149714,"['Dairy', 'Hot Prepared']", , ,John,Price,598 Roosevelt Street,San Francisco,CA,94108,US,JohnSPrice@jourrapide.com,415-439-3732,Saturday
 ,Donna,Clark,1656 Ella Street,San Francisco,CA,94107,US,DonnaTClark@gustr.com,650-276-8952,1.2695682718338457,[], , ,Frank,McCoy,1251 Water Street,San Francisco,CA,94107,US,FrankMMcCoy@jourrapide.com,925-359-2949,Thursday
 ,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,1.2697474960421866,['Frozen'], , ,Stephen,Ladue,1232 Ventura Drive,San Francisco,CA,94107,US,StephenALadue@superrito.com,831-359-5393,Friday
 ,Charles,Wilson,255 Davis Avenue,San Francisco,CA,94107,US,CharlesMWilson@cuvox.de,707-759-0206,1.2704105838294082,['Seafood'], , ,Kelly,Johnson,3916 Jim Rosa Lane,San Francisco,CA,94108,US,KellyWJohnson@superrito.com,415-794-2453,Friday
 ,Charlene,Slade,1535 Locust View Drive,San Francisco,CA,94107,US,CharleneBSlade@fleckens.hu,415-997-1282,1.2708560201371013,['Raw Meat'], , ,John,Cain,1563 Delaware Avenue,San Francisco,CA,94110,US,JohnECain@fleckens.hu,415-282-2119,Thursday
 ,Wanda,Sawyer,702 Roosevelt Street,San Francisco,CA,94108,US,WandaESawyer@teleworm.us,415-403-5569,1.2711468020400158,"['Dairy', 'Frozen']", , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,David,Austin,4164 Roosevelt Street,San Francisco,CA,94108,US,DavidMAustin@superrito.com,415-434-0591,1.2737044760600698,['Cold Prepared'], , ,Ricky,Loy,1798 Black Oak Hollow Road,San Francisco,CA,94107,US,RickyGLoy@fleckens.hu,408-717-3201,Friday
 ,Hazel,Pledger,4533 Hillview Drive,San Francisco,CA,94103,US,HazelBPledger@armyspy.com,707-216-2050,1.2758737031098613,[], , ,Lynn,Alford,2013 Park Street,San Francisco,CA,94104,US,LynnEAlford@cuvox.de,925-399-9829,Saturday
 ,Marion,Garland,4233 Ella Street,San Francisco,CA,94108,US,MarionPGarland@rhyta.com,650-296-9860,1.2759412244667971,"['Seafood', 'Frozen']", , ,Gary,Kim,932 Locust View Drive,San Francisco,CA,94108,US,GaryCKim@einrot.com,415-955-4432,Wednesday
 ,Daniel,Huffman,208 Rardin Drive,San Francisco,CA,94104,US,DanielAHuffman@rhyta.com,650-645-8239,1.2771743600783565,"['Raw Meat', 'Cold Prepared', 'Frozen']", , ,Cathy,Bissonnette,1208 Jim Rosa Lane,San Francisco,CA,94110,US,CathyBBissonnette@gustr.com,415-824-0853,Thursday
 ,Leroy,Davis,3328 Jim Rosa Lane,San Francisco,CA,94143,US,LeroyCDavis@superrito.com,415-836-6094,1.2771781702847729,[], , ,John,Price,598 Roosevelt Street,San Francisco,CA,94108,US,JohnSPrice@jourrapide.com,415-439-3732,Saturday
 ,Ilse,Eaves,1793 Brown Street,San Francisco,CA,94104,US,IlseREaves@superrito.com,925-949-1646,1.2812640457102835,"['Dairy', 'Hot Prepared']", , ,Robert,Hill,4944 Delaware Avenue,San Francisco,CA,94108,US,RobertOHill@jourrapide.com,415-260-7025,Tuesday
 ,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,1.283027193139086,"['Seafood', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Efrain,Russell,288 Cemetery Street,San Francisco,CA,94104,US,EfrainLRussell@einrot.com,831-740-1513,Saturday
 ,Jayme,Janicki,4120 Locust View Drive,San Francisco,CA,94105,US,JaymeDJanicki@armyspy.com,415-890-4101,1.285511105118512,['Hot Prepared'], , ,Robert,Obrien,1707 Station Street,San Francisco,CA,94103,US,RobertXObrien@jourrapide.com,510-870-0988,Thursday
 ,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,1.2857918333986438,"['Seafood', 'Cold Prepared']", , ,Ella,Murphy,2536 Ella Street,San Francisco,CA,94107,US,EllaJMurphy@superrito.com,650-242-2856,Saturday
 ,Janice,Murray,439 Delaware Avenue,San Francisco,CA,94103,US,JaniceMMurray@einrot.com,415-355-2863,1.286065123777855,['Seafood'], , ,David,Long,4215 Alexander Avenue,San Francisco,CA,94111,US,DavidMLong@jourrapide.com,925-571-0864,Thursday
 ,Roger,Stewart,437 Locust View Drive,San Francisco,CA,94143,US,RogerSStewart@superrito.com,415-894-9159,1.2864845509067977,[], , ,Diane,Blackston,4881 Cemetery Street,San Francisco,CA,94104,US,DianeRBlackston@einrot.com,831-740-0151,Tuesday
 ,Buddy,Rossi,1686 Locust View Drive,San Francisco,CA,94143,US,BuddyBRossi@fleckens.hu,415-908-6795,1.2873209397941772,"['Seafood', 'Frozen']", , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,Vincent,Byrne,1114 Cemetery Street,San Francisco,CA,94107,US,VincentJByrne@armyspy.com,831-706-3222,1.2886024115952213,"['Dairy', 'Hot Prepared']", , ,Jennie,White,2529 Locust View Drive,San Francisco,CA,94107,US,JennieMWhite@teleworm.us,415-968-6298,Wednesday
 ,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,1.2889472752460247,"['Cold Prepared', 'Frozen']", , ,Reggie,Ealey,3951 Duck Creek Road,San Francisco,CA,94103,US,ReggieJEaley@teleworm.us,650-860-7486,Saturday
 ,Tanya,Wolff,4629 Water Street,San Francisco,CA,94103,US,TanyaAWolff@cuvox.de,925-270-7562,1.29500778213855,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,1.300417681861166,['Hot Prepared'], , ,Robert,Kist,3366 Larry Street,San Francisco,CA,94107,US,RobertJKist@superrito.com,415-228-8458,Thursday
 ,Robert,Tripp,2250 Haul Road,San Francisco,CA,94104,US,RobertKTripp@rhyta.com,650-946-1913,1.301023304521978,"['Seafood', 'Frozen']", , ,Edward,Rivera,4852 Lindale Avenue,San Francisco,CA,94107,US,EdwardMRivera@einrot.com,510-493-0984,Wednesday
 ,Edmund,Garcia,1305 Rardin Drive,San Francisco,CA,94143,US,EdmundHGarcia@fleckens.hu,650-690-8484,1.3015409580315631,"['Seafood', 'Hot Prepared']", , ,Devin,Greene,4752 Boring Lane,San Francisco,CA,94115,US,DevinDGreene@superrito.com,415-674-3293,Friday
 ,Johnny,Messina,1977 Thunder Road,San Francisco,CA,94107,US,JohnnyKMessina@cuvox.de,650-549-2744,1.3080228745410265,"['Cold Prepared', 'Frozen']", , ,George,Hodo,3890 Rardin Drive,San Francisco,CA,94107,US,GeorgeMHodo@rhyta.com,650-648-8808,Tuesday
 ,David,Farnsworth,3824 Rose Street,San Francisco,CA,94103,US,DavidLFarnsworth@cuvox.de,707-988-1568,1.3082335196869932,['Cold Prepared'], , ,Ella,Murphy,2536 Ella Street,San Francisco,CA,94107,US,EllaJMurphy@superrito.com,650-242-2856,Saturday
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,1.3096121811060604,[], , ,Nick,Howard,3952 Delaware Avenue,San Francisco,CA,94104,US,NickSHoward@gustr.com,415-236-3552,Thursday
 ,Colby,Nino,4510 Delaware Avenue,San Francisco,CA,94104,US,ColbyGNino@gustr.com,415-276-7568,1.3112148928195222,[], , ,Beverly,Turner,1570 Harrison Street,San Francisco,CA,94143,US,BeverlyGTurner@jourrapide.com,415-577-2220,Tuesday
 ,Basil,Mendez,611 Forest Avenue,San Francisco,CA,94143,US,BasilMMendez@armyspy.com,650-202-2768,1.3127232243138334,"['Cold Prepared', 'Frozen']", , ,Ozell,Milburn,347 Meadow Lane,San Francisco,CA,94108,US,OzellBMilburn@fleckens.hu,707-365-8445,Friday
 ,Colby,Nino,4510 Delaware Avenue,San Francisco,CA,94104,US,ColbyGNino@gustr.com,415-276-7568,1.3130231005479152,['Seafood'], , ,Stephen,Ladue,1232 Ventura Drive,San Francisco,CA,94107,US,StephenALadue@superrito.com,831-359-5393,Friday
 ,Loren,May,842 Sycamore Street,San Francisco,CA,94107,US,LorenJMay@armyspy.com,408-849-9471,1.313889179369749,[], , ,Jaime,Archey,1411 Jim Rosa Lane,San Francisco,CA,94118,US,JaimeAArchey@armyspy.com,415-752-9466,Thursday
 ,Tanya,Wolff,4629 Water Street,San Francisco,CA,94103,US,TanyaAWolff@cuvox.de,925-270-7562,1.3157990211344068,"['Dairy', 'Cold Prepared']", , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,Tanya,Matthews,1780 Black Oak Hollow Road,San Francisco,CA,94107,US,TanyaKMatthews@teleworm.us,408-702-0996,1.3158097067932863,"['Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Stephen,Ladue,1232 Ventura Drive,San Francisco,CA,94107,US,StephenALadue@superrito.com,831-359-5393,Friday
 ,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,1.316419192121815,"['Raw Meat', 'Hot Prepared', 'Cold Prepared']", , ,Olin,Norfleet,3024 Jim Rosa Lane,San Francisco,CA,94104,US,OlinGNorfleet@gustr.com,415-779-9580,Thursday
 ,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,1.316505134353948,['Hot Prepared'], , ,Carrie,Tolbert,1878 Thunder Road,San Francisco,CA,94108,US,CarrieJTolbert@einrot.com,650-455-2148,Saturday
 ,Loren,May,842 Sycamore Street,San Francisco,CA,94107,US,LorenJMay@armyspy.com,408-849-9471,1.317640531312561,[], , ,Francisco,Parrish,348 Ella Street,San Francisco,CA,94107,US,FranciscoJParrish@gustr.com,650-207-2651,Friday
 ,David,Farnsworth,3824 Rose Street,San Francisco,CA,94103,US,DavidLFarnsworth@cuvox.de,707-988-1568,1.3202026056566725,['Cold Prepared'], , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Mary,Lininger,470 Roosevelt Street,San Francisco,CA,94107,US,MaryJLininger@dayrep.com,415-375-7962,1.3218951473632234,"['Dairy', 'Cold Prepared']", , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,Michael,Carter,1591 Delaware Avenue,San Francisco,CA,94107,US,MichaelDCarter@gustr.com,415-308-3956,1.3228257032254744,['Frozen'], , ,Sarah,Lawton,4629 Jim Rosa Lane,San Francisco,CA,94112,US,SarahBLawton@rhyta.com,415-841-5612,Saturday
 ,Gerald,White,4265 Boring Lane,San Francisco,CA,94110,US,GeraldMWhite@cuvox.de,415-641-0697,1.3234404696787767,['Dairy'], , ,Rick,Jones,4769 Clifford Street,San Francisco,CA,94124,US,RickFJones@cuvox.de,510-686-4721,Friday
 ,Charles,Fields,1307 Roosevelt Street,San Francisco,CA,94115,US,CharlesMFields@teleworm.us,415-359-7985,1.323948489806542,"['Raw Meat', 'Seafood', 'Cold Prepared']", , ,Stephen,Schwartz,4732 Roosevelt Street,San Francisco,CA,94107,US,StephenWSchwartz@gustr.com,415-418-2265,Tuesday
 ,Donna,Clark,1656 Ella Street,San Francisco,CA,94107,US,DonnaTClark@gustr.com,650-276-8952,1.3252818146504852,['Dairy'], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Ira,Maxwell,1909 Wolf Pen Road,San Francisco,CA,94107,US,IraIMaxwell@cuvox.de,650-403-6015,1.326959771856817,"['Cold Prepared', 'Frozen']", , ,Aaron,Jenkins,1299 Hillview Drive,San Francisco,CA,94107,US,AaronMJenkins@cuvox.de,707-225-3141,Wednesday
 ,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,1.3280864170849147,"['Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Beverly,Turner,1570 Harrison Street,San Francisco,CA,94143,US,BeverlyGTurner@jourrapide.com,415-577-2220,Tuesday
 ,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,1.3339066002841118,['Frozen'], , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,Vicki,Smith,2653 Rardin Drive,San Francisco,CA,94107,US,VickiNSmith@rhyta.com,650-722-6966,1.3340388766100515,[], , ,Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,Tuesday
